Time,Binance BTC/USDT Price,Bybit BTC/USDT Price,Difference,Profit,Result,Recommendation
2024-07-04 22:43:32,$58387.45,$58361.7,$25.75,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:43:32,$58387.45,$58361.7,$25.75,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:43:34,$58387.46,$58361.8,$25.66,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:43:34,$58387.46,$58361.8,$25.66,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:43:36,$58387.45,$58365.4,$22.05,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:43:36,$58387.45,$58365.4,$22.05,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:43:38,$58387.45,$58365.4,$22.05,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:43:38,$58387.45,$58365.4,$22.05,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:43:41,$58387.45,$58365.4,$22.05,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:43:41,$58387.45,$58365.4,$22.05,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:43:43,$58387.45,$58365.4,$22.05,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:43:43,$58387.45,$58365.4,$22.05,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:43:45,$58387.34,$58365.4,$21.94,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:43:45,$58387.34,$58365.4,$21.94,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:43:47,$58387.33,$58365.4,$21.93,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:43:47,$58387.33,$58365.4,$21.93,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:43:50,$58387.34,$58365.4,$21.94,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:43:50,$58387.34,$58365.4,$21.94,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:43:52,$58387.34,$58365.4,$21.94,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:43:52,$58387.34,$58365.4,$21.94,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:43:54,$58387.34,$58365.5,$21.84,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:43:54,$58387.34,$58365.5,$21.84,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:43:56,$58387.33,$58365.4,$21.93,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:43:56,$58387.33,$58365.4,$21.93,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:43:59,$58387.33,$58356.3,$31.03,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:43:59,$58387.33,$58356.3,$31.03,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:01,$58380.01,$58349.7,$30.31,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:01,$58380.01,$58349.7,$30.31,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:03,$58372.01,$58341.8,$30.21,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:03,$58372.01,$58341.8,$30.21,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:05,$58372.01,$58341.8,$30.21,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:05,$58372.01,$58341.8,$30.21,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:07,$58369.34,$58332.6,$36.74,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:07,$58369.34,$58332.6,$36.74,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:09,$58369.35,$58332.6,$36.75,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:09,$58369.35,$58332.6,$36.75,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:11,$58362.07,$58335.2,$26.87,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:11,$58362.07,$58335.2,$26.87,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:13,$58362.07,$58335.2,$26.87,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:13,$58362.07,$58335.2,$26.87,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:15,$58362.07,$58335.3,$26.77,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:15,$58362.07,$58335.3,$26.77,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:17,$58362.06,$58335.2,$26.86,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:17,$58362.06,$58335.2,$26.86,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:19,$58362.07,$58336.0,$26.07,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:19,$58362.07,$58336.0,$26.07,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:21,$58362.06,$58336.0,$26.06,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:21,$58362.06,$58336.0,$26.06,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:23,$58362.07,$58335.9,$26.17,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:23,$58362.07,$58335.9,$26.17,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:25,$58362.06,$58335.9,$26.16,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:25,$58362.06,$58335.9,$26.16,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:27,$58362.07,$58335.9,$26.17,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:27,$58362.07,$58335.9,$26.17,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:30,$58362.07,$58335.9,$26.17,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:30,$58362.07,$58335.9,$26.17,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:31,$58362.06,$58336.0,$26.06,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:31,$58362.06,$58336.0,$26.06,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:34,$58362.07,$58336.0,$26.07,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:34,$58362.07,$58336.0,$26.07,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:36,$58362.06,$58335.2,$26.86,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:36,$58362.06,$58335.2,$26.86,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:38,$58362.06,$58334.2,$27.86,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:38,$58362.06,$58334.2,$27.86,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:40,$58362.06,$58334.3,$27.76,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:40,$58362.06,$58334.3,$27.76,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:43,$58360.0,$58334.2,$25.80,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:43,$58360.0,$58334.2,$25.80,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:45,$58359.59,$58334.2,$25.39,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:45,$58359.59,$58334.2,$25.39,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:47,$58359.59,$58334.3,$25.29,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:47,$58359.59,$58334.3,$25.29,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:49,$58359.6,$58334.3,$25.30,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:49,$58359.6,$58334.3,$25.30,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:52,$58359.59,$58334.3,$25.29,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:52,$58359.59,$58334.3,$25.29,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:54,$58359.59,$58334.2,$25.39,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:54,$58359.59,$58334.2,$25.39,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:57,$58359.6,$58334.2,$25.40,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:57,$58359.6,$58334.2,$25.40,$0.00,Failed,Buy on Bybit and sell on Binance
