Time,Binance BTC/USDT Price,Kucoin BTC/USDT Price,Difference,Profit,Result,Recommendation
2024-07-07 22:47:52,$56364.42,$56347.1,$17.32,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 22:47:52,$56364.42,$56347.1,$17.32,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 22:47:58,$56361.09,$56344.7,$16.39,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 22:47:59,$56361.09,$56344.7,$16.39,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 22:48:12,$56371.1,$56344.9,$26.20,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 22:48:12,$56371.1,$56344.9,$26.20,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 22:49:42,$56371.09,$56354.9,$16.19,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 22:49:42,$56371.09,$56354.9,$16.19,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 22:49:55,$56388.31,$56376.5,$11.81,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 22:49:55,$56388.31,$56376.5,$11.81,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 22:51:12,$56471.11,$56481.7,$10.59,$0.00,Failed,Buy on Binance and sell on Kucoin
2024-07-07 22:51:12,$56471.11,$56481.7,$10.59,$0.00,Failed,Buy on Binance and sell on KuCoin
2024-07-07 22:52:04,$56489.23,$56476.0,$13.23,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 22:52:04,$56489.23,$56476.0,$13.23,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 22:52:29,$56512.57,$56499.9,$12.67,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 22:52:29,$56512.57,$56499.9,$12.67,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 22:53:14,$56531.08,$56517.8,$13.28,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 22:53:14,$56531.08,$56517.8,$13.28,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 22:53:33,$56557.99,$56546.0,$11.99,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 22:53:33,$56557.99,$56546.0,$11.99,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 22:53:46,$56567.13,$56556.2,$10.93,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 22:53:46,$56567.13,$56556.2,$10.93,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 22:53:53,$56571.09,$56561.0,$10.09,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 22:53:53,$56571.09,$56561.0,$10.09,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 22:54:19,$56600.0,$56588.2,$11.80,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 22:54:19,$56600.0,$56588.2,$11.80,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 22:54:32,$56608.43,$56597.0,$11.43,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 22:54:32,$56608.43,$56597.0,$11.43,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 22:55:24,$56550.0,$56535.1,$14.90,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 22:55:24,$56550.0,$56535.1,$14.90,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 22:55:31,$56581.09,$56555.2,$25.89,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 22:55:31,$56581.09,$56555.2,$25.89,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 22:55:50,$56569.03,$56551.6,$17.43,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 22:55:50,$56569.03,$56551.6,$17.43,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 22:55:57,$56566.01,$56551.6,$14.41,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 22:55:57,$56566.01,$56551.6,$14.41,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 22:56:17,$56555.98,$56536.9,$19.08,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 22:56:17,$56555.98,$56536.9,$19.08,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 22:56:38,$56561.09,$56550.0,$11.09,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 22:56:38,$56561.09,$56550.0,$11.09,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 22:56:45,$56581.09,$56550.0,$31.09,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 22:56:45,$56581.09,$56550.0,$31.09,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 22:56:58,$56601.09,$56588.7,$12.39,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 22:56:58,$56601.09,$56588.7,$12.39,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 22:57:30,$56607.99,$56597.5,$10.49,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 22:57:31,$56607.99,$56597.5,$10.49,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 22:57:37,$56615.99,$56603.1,$12.89,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 22:57:37,$56615.99,$56603.1,$12.89,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 22:57:44,$56618.56,$56607.1,$11.46,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 22:57:44,$56618.56,$56607.1,$11.46,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 22:58:28,$56570.0,$56558.4,$11.60,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 22:58:28,$56570.0,$56558.4,$11.60,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 22:58:35,$56577.1,$56558.4,$18.70,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 22:58:35,$56577.1,$56558.4,$18.70,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 22:59:20,$56601.1,$56578.9,$22.20,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 22:59:20,$56601.1,$56578.9,$22.20,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 22:59:40,$56598.0,$56584.0,$14.00,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 22:59:40,$56598.0,$56584.0,$14.00,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:00:12,$56582.95,$56594.3,$11.35,$0.00,Failed,Buy on Binance and sell on Kucoin
2024-07-07 23:00:12,$56582.95,$56594.3,$11.35,$0.00,Failed,Buy on Binance and sell on KuCoin
2024-07-07 23:00:25,$56654.9,$56643.1,$11.80,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:00:25,$56654.9,$56643.1,$11.80,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:00:32,$56683.67,$56655.9,$27.77,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:00:32,$56683.67,$56655.9,$27.77,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:00:44,$56676.0,$56662.2,$13.80,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:00:44,$56676.0,$56662.2,$13.80,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:01:23,$56662.64,$56673.8,$11.16,$0.00,Failed,Buy on Binance and sell on Kucoin
2024-07-07 23:01:23,$56662.64,$56673.8,$11.16,$0.00,Failed,Buy on Binance and sell on KuCoin
2024-07-07 23:01:42,$56676.0,$56665.8,$10.20,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:01:42,$56676.0,$56665.8,$10.20,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:03:13,$56768.01,$56789.7,$21.69,$0.00,Failed,Buy on Binance and sell on Kucoin
2024-07-07 23:03:13,$56768.01,$56789.7,$21.69,$0.00,Failed,Buy on Binance and sell on KuCoin
2024-07-07 23:04:31,$56742.87,$56753.7,$10.83,$0.00,Failed,Buy on Binance and sell on Kucoin
2024-07-07 23:04:31,$56742.87,$56753.7,$10.83,$0.00,Failed,Buy on Binance and sell on KuCoin
2024-07-07 23:05:24,$56765.39,$56746.6,$18.79,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:05:24,$56765.39,$56746.6,$18.79,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:06:35,$56772.57,$56760.0,$12.57,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:06:35,$56772.57,$56760.0,$12.57,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:07:08,$56733.77,$56721.3,$12.47,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:07:08,$56733.77,$56721.3,$12.47,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:07:21,$56704.58,$56694.5,$10.08,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:07:21,$56704.58,$56694.5,$10.08,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:09:23,$56620.0,$56608.0,$12.00,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:09:23,$56620.0,$56608.0,$12.00,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:09:30,$56637.99,$56626.7,$11.29,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:09:30,$56637.99,$56626.7,$11.29,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:09:36,$56628.0,$56639.6,$11.60,$0.00,Failed,Buy on Binance and sell on Kucoin
2024-07-07 23:09:36,$56628.0,$56639.6,$11.60,$0.00,Failed,Buy on Binance and sell on KuCoin
2024-07-07 23:10:41,$56620.0,$56608.8,$11.20,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:10:41,$56620.0,$56608.8,$11.20,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:10:48,$56620.0,$56608.8,$11.20,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:10:48,$56620.0,$56608.8,$11.20,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:16:06,$56721.02,$56710.0,$11.02,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:16:06,$56721.02,$56710.0,$11.02,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:17:31,$56733.05,$56722.8,$10.25,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:17:31,$56733.05,$56722.8,$10.25,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:18:23,$56698.52,$56686.4,$12.12,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:18:23,$56698.52,$56686.4,$12.12,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:19:28,$56643.9,$56626.5,$17.40,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:19:28,$56643.9,$56626.5,$17.40,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:19:34,$56637.13,$56626.5,$10.63,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:19:34,$56637.13,$56626.5,$10.63,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:19:40,$56631.09,$56613.5,$17.59,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:19:40,$56631.09,$56613.5,$17.59,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:19:47,$56631.1,$56618.5,$12.60,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:19:47,$56631.1,$56618.5,$12.60,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:20:03,$56620.5,$56608.0,$12.50,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:20:03,$56620.5,$56608.0,$12.50,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:20:09,$56620.49,$56608.1,$12.39,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:20:09,$56620.49,$56608.1,$12.39,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:20:36,$56583.26,$56572.2,$11.06,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:20:36,$56583.26,$56572.2,$11.06,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:20:44,$56583.27,$56572.2,$11.07,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:20:44,$56583.27,$56572.2,$11.07,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:21:03,$56605.99,$56595.3,$10.69,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:21:03,$56605.99,$56595.3,$10.69,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:21:48,$56625.33,$56611.7,$13.63,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:21:48,$56625.33,$56611.7,$13.63,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:22:01,$56636.85,$56625.1,$11.75,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:22:01,$56636.85,$56625.1,$11.75,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:22:16,$56634.0,$56644.2,$10.20,$0.00,Failed,Buy on Binance and sell on Kucoin
2024-07-07 23:22:16,$56634.0,$56644.2,$10.20,$0.00,Failed,Buy on Binance and sell on KuCoin
2024-07-07 23:22:26,$56632.0,$56621.8,$10.20,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:22:26,$56632.0,$56621.8,$10.20,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:23:58,$56630.54,$56606.3,$24.24,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:23:58,$56630.54,$56606.3,$24.24,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:25:23,$56676.18,$56664.6,$11.58,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:25:24,$56676.18,$56664.6,$11.58,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:25:56,$56675.98,$56664.5,$11.48,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:25:56,$56675.98,$56664.5,$11.48,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:26:03,$56675.99,$56664.5,$11.49,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:26:03,$56675.99,$56664.5,$11.49,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:27:31,$56643.23,$56628.6,$14.63,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:27:31,$56643.23,$56628.6,$14.63,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:28:05,$56654.69,$56639.6,$15.09,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:28:06,$56654.69,$56639.6,$15.09,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:29:03,$56580.0,$56564.2,$15.80,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:29:03,$56580.0,$56564.2,$15.80,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:29:10,$56554.0,$56543.6,$10.40,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:29:10,$56554.0,$56543.6,$10.40,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:30:17,$56570.33,$56554.6,$15.73,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:30:17,$56570.33,$56554.6,$15.73,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:30:55,$56558.77,$56548.2,$10.57,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:30:55,$56558.77,$56548.2,$10.57,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:31:08,$56554.0,$56570.7,$16.70,$0.00,Failed,Buy on Binance and sell on Kucoin
2024-07-07 23:31:08,$56554.0,$56570.7,$16.70,$0.00,Failed,Buy on Binance and sell on KuCoin
2024-07-07 23:31:34,$56566.58,$56556.5,$10.08,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:31:34,$56566.58,$56556.5,$10.08,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:32:08,$56576.0,$56565.5,$10.50,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:32:08,$56576.0,$56565.5,$10.50,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:32:28,$56542.0,$56531.4,$10.60,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:32:28,$56542.0,$56531.4,$10.60,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:32:41,$56534.01,$56522.0,$12.01,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:32:41,$56534.01,$56522.0,$12.01,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:32:47,$56547.99,$56535.4,$12.59,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:32:47,$56547.99,$56535.4,$12.59,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:32:54,$56548.0,$56535.4,$12.60,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:32:54,$56548.0,$56535.4,$12.60,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:33:07,$56558.0,$56545.6,$12.40,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:33:07,$56558.0,$56545.6,$12.40,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:33:20,$56517.06,$56527.8,$10.74,$0.00,Failed,Buy on Binance and sell on Kucoin
2024-07-07 23:33:20,$56517.06,$56527.8,$10.74,$0.00,Failed,Buy on Binance and sell on KuCoin
2024-07-07 23:35:12,$56497.99,$56483.1,$14.89,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:35:12,$56497.99,$56483.1,$14.89,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:35:19,$56498.01,$56483.1,$14.91,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:35:19,$56498.01,$56483.1,$14.91,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:36:05,$56496.0,$56485.6,$10.40,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:36:05,$56496.0,$56485.6,$10.40,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:37:17,$56481.1,$56464.8,$16.30,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:37:17,$56481.1,$56464.8,$16.30,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:37:30,$56493.08,$56467.8,$25.28,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:37:30,$56493.08,$56467.8,$25.28,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:38:29,$56454.93,$56441.6,$13.33,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:38:29,$56454.93,$56441.6,$13.33,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:38:55,$56461.25,$56450.9,$10.35,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:38:55,$56461.25,$56450.9,$10.35,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:42:43,$56504.23,$56516.0,$11.77,$0.00,Failed,Buy on Binance and sell on Kucoin
2024-07-07 23:42:43,$56504.23,$56516.0,$11.77,$0.00,Failed,Buy on Binance and sell on KuCoin
2024-07-07 23:42:57,$56520.0,$56507.7,$12.30,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:42:57,$56520.0,$56507.7,$12.30,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:43:31,$56533.99,$56522.7,$11.29,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:43:31,$56533.99,$56522.7,$11.29,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:45:20,$56635.98,$56620.4,$15.58,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:45:20,$56635.98,$56620.4,$15.58,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:47:40,$56566.0,$56553.4,$12.60,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:47:40,$56566.0,$56553.4,$12.60,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:47:53,$56585.99,$56575.3,$10.69,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:47:53,$56585.99,$56575.3,$10.69,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:48:00,$56585.99,$56575.3,$10.69,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:48:00,$56585.99,$56575.3,$10.69,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:51:36,$56436.0,$56423.5,$12.50,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:51:36,$56436.0,$56423.5,$12.50,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:51:49,$56430.49,$56414.7,$15.79,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:51:49,$56430.49,$56414.7,$15.79,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:52:23,$56485.99,$56466.7,$19.29,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:52:23,$56485.99,$56466.7,$19.29,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:53:09,$56457.73,$56445.9,$11.83,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:53:09,$56457.73,$56445.9,$11.83,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:54:53,$56435.99,$56424.6,$11.39,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:54:53,$56435.99,$56424.6,$11.39,$0.00,Failed,Buy on KuCoin and sell on Binance
2024-07-07 23:54:59,$56451.09,$56439.3,$11.79,$0.00,Failed,Buy on Kucoin and sell on Binance
2024-07-07 23:54:59,$56451.09,$56439.3,$11.79,$0.00,Failed,Buy on KuCoin and sell on Binance
